SiteCode,Name_EN,Name_FR,Latitude,Longitude,AltMin,AltMax,Area,DateAssessed,PercentProtected,BoundaryGeneralized,Level,CriteriaMet,ConservationActions,Landcover,Province,Species
SK003,"Luck Lake","Luck Lake",51.07,-107.10,583,613,53.96,"2024-08-19 00:00:00",51,0,National,"Global: D1 - Demographic aggregations (birds). National: A1 - Threatened species (birds); D1 - Demographic aggregations (birds)","Resource & habitat protection, Site/area protection","Water(51.95%), Cropland(35.22%), Temperate or sub-polar grassland(10.11%), Temperate or sub-polar broadleaf deciduous forest(0.08%), Urban(1.22%), Wetland(0.28%), Temperate or sub-polar shrubland(1.14%), ",Saskatchewan,"Sandhill Crane(Antigone canadensis), Hudsonian Godwit(Limosa haemastica), Tundra Swan(Cygnus columbianus), "
SK004,"Lavallée Lake","Lavallée Lake",54.24,-106.55,540,551,28.72,"2024-08-19 00:00:00",99,0,National,"Global: D1 - Demographic aggregations (birds). National: D1 - Demographic aggregations (birds)","Site/area protection, Site/area management","Temperate or sub-polar needleleaf forest(3.45%), Temperate or sub-polar shrubland(0.3%), Wetland(0.76%), Mixed forest(0.39%), Temperate or sub-polar broadleaf deciduous forest(0.27%), Water(94.82%), ",Saskatchewan,"American White Pelican(Pelecanus erythrorhynchos), "
SK017,"Coteau Lakes","Coteau Lakes",49.04,-104.49,662,693,24.7,"2024-08-19 00:00:00",51,0,National,"Global: . National: A1 - Threatened species (birds)","Resource & habitat protection, Site/area protection","Barren lands(0.04%), Temperate or sub-polar grassland(16.81%), Urban(0.67%), Temperate or sub-polar shrubland(4.7%), Temperate or sub-polar broadleaf deciduous forest(0.08%), Wetland(0.37%), Cropland(13.51%), Water(63.81%), ",Saskatchewan,"Piping Plover(Charadrius melodus circumcinctus), "
SK018,"Big Muddy Lake","Big Muddy Lake",49.16,-104.86,659,781,204.28,"2024-08-19 00:00:00",51,0,National,"Global: . National: A1 - Threatened species (birds)","Site/area management, Resource & habitat protection, Site/area protection","Urban(1.33%), Cropland(14.45%), Temperate or sub-polar grassland(51.11%), Wetland(0.72%), Water(21.01%), Barren lands(0.37%), Temperate or sub-polar shrubland(10.08%), Temperate or sub-polar broadleaf deciduous forest(0.91%), ",Saskatchewan,"Chestnut-collared Longspur(Calcarius ornatus), Piping Plover(Charadrius melodus circumcinctus), "
SK020,"Willow Bunch Lake","Willow Bunch Lake",49.45,-105.45,661,718,64.27,"2024-08-19 00:00:00",64,0,National,"Global: . National: A1 - Threatened species (birds)","Site/area protection, Resource & habitat protection","Temperate or sub-polar broadleaf deciduous forest(0.07%), Cropland(9.42%), Temperate or sub-polar shrubland(0.97%), Water(69.4%), Barren lands(0.72%), Urban(0.89%), Temperate or sub-polar grassland(18.03%), Wetland(0.5%), ",Saskatchewan,"Piping Plover(Charadrius melodus circumcinctus), "
SK029,"Ormiston Area Saline Lakes","Ormiston Area Saline Lakes",49.71,-105.38,678,705,23.01,"2024-08-19 00:00:00",46,0,National,"Global: . National: A1 - Threatened species (birds)","Resource & habitat protection","Temperate or sub-polar shrubland(2.78%), Wetland(0.44%), Temperate or sub-polar broadleaf deciduous forest(0.04%), Urban(2.2%), Temperate or sub-polar grassland(35.95%), Barren lands(0.56%), Cropland(10.99%), Water(47.05%), ",Saskatchewan,"Piping Plover(Charadrius melodus circumcinctus), "
SK033,"Chaplin Lake","Chaplin Lake",50.30,-106.58,660,684,145.58,"2024-08-19 00:00:00",77,0,National,"Global: D1 - Demographic aggregations (birds). National: A1 - Threatened species (birds); B1 - Individual geographically restricted species (birds); D1 - Demographic aggregations (birds)","Site/area protection, Site/area management, Resource & habitat protection","Temperate or sub-polar needleleaf forest(0.05%), Wetland(1.81%), Mixed forest(0.01%), Temperate or sub-polar shrubland(0.15%), Temperate or sub-polar grassland(28.93%), Barren lands(3.73%), Cropland(5.57%), Urban(0.74%), Water(59.02%), ",Saskatchewan,"Piping Plover(Charadrius melodus), Piping Plover(Charadrius melodus circumcinctus), Sanderling(Calidris alba), "
SK034,"Reed Lake","Reed Lake",50.40,-107.08,685,718,74.4,"2022-08-18 00:00:00",22,0,Global,"Global: D1 - Demographic aggregations (birds). National: A1 - Threatened species (birds); D1 - Demographic aggregations (birds)","Legislation, Site/area protection","Temperate or sub-polar shrubland(0.21%), Temperate or sub-polar broadleaf deciduous forest(0.01%), Water(49.96%), Wetland(0.12%), Temperate or sub-polar grassland(5.04%), Cropland(37.61%), Mixed forest(0.03%), Urban(6.88%), Barren lands(0.13%), ",Saskatchewan,"Semipalmated Sandpiper(Calidris pusilla), Ross's Goose(Anser rossii), Tundra Swan(Cygnus columbianus), Hudsonian Godwit(Limosa haemastica), Sanderling(Calidris alba), "
SK055,"East Lake Diefenbaker","East Lake Diefenbaker",51.03,-106.83,522,594,245.22,"2024-08-19 00:00:00",61,0,National,"Global: D1 - Demographic aggregations (birds). National: A1 - Threatened species (birds); B1 - Individual geographically restricted species (birds)","Species recovery, Site/area management, Resource & habitat protection, Site/area protection, Invasive/problematic species control","Wetland(0.13%), Water(83.65%), Barren lands(0.07%), Temperate or sub-polar needleleaf forest(0.01%), Temperate or sub-polar grassland(7.51%), Urban(1.27%), Temperate or sub-polar shrubland(2.31%), Temperate or sub-polar broadleaf deciduous forest(0.71%), Cropland(4.35%), ",Saskatchewan,"Piping Plover(Charadrius melodus), Piping Plover(Charadrius melodus circumcinctus), "
SK118,"Grasslands National Park and Area","Grasslands National Park and Area",49.11,-107.17,739,1043,2236.49,"2024-01-23 00:00:00",65,0,National,"Global: . National: A1 - Threatened species (amphibians and reptiles, birds, fishes, fungi and lichens, invertebrates, mammals, vascular plants); B1 - Individual geographically restricted species (amphibians and reptiles, birds, fishes, fungi and lichens, invertebrates, mammals, vascular plants)","Legislation, Site/area protection, Awareness & communications, Species recovery, Site/area management, Species management, Resource & habitat protection, Linked enterprises & livelihood alternatives, Invasive/problematic species control, Habitat & natural process restoration","Temperate or sub-polar needleleaf forest(0%), Temperate or sub-polar broadleaf deciduous forest(0.16%), Water(0.74%), Barren lands(2.58%), Temperate or sub-polar shrubland(2.09%), Mixed forest(0.03%), Wetland(0.1%), Cropland(3.98%), Urban(0.53%), Temperate or sub-polar grassland(89.8%), ",Saskatchewan,"Brain Scale Lichen(Psora cerebriformis), Opposite-leaved Bahia(Picradeniopsis oppositifolia), Eastern Yellow-bellied Racer(Coluber constrictor flaviventris), Spotted-wing Bromeliad Fly(Copestylum satur), Bessey's Locoweed(Oxytropis besseyi), Mormon Metalmark(Apodemia mormo pop. 2), Sprague's Pipit(Anthus spragueii), Chestnut-collared Longspur(Calcarius ornatus), Desert Vagabond Lichen(Circinaria hispida), Burrowing Owl(Athene cunicularia), Plains Bison(Bison bison bison), Greater Short-horned Lizard(Phrynosoma hernandesi), Plains Minnow(Hybognathus placitus), Black-tailed Prairie Dog(Cynomys ludovicianus), Greater Sage-Grouse(Centrocercus urophasianus urophasianus), Striped Bromeliad Fly(Copestylum vittatum), "
SK128,"Leaf Lake","Leaf Lake",53.02,-102.14,318,376,30.24,"2023-07-21 00:00:00",1,0,Global,"Global: A1 - Threatened species (vascular plants). National: ",,"Temperate or sub-polar shrubland(0.05%), Temperate or sub-polar needleleaf forest(1.27%), Temperate or sub-polar broadleaf deciduous forest(3.11%), Mixed forest(0.15%), Wetland(5.03%), Water(90.38%), ",Saskatchewan,"Lori's Water-lily(Nymphaea loriana), "
SK129,"Athabasca Sand Dunes","Athabasca Sand Dunes",59.06,-108.70,199,383,2661.98,"2023-07-26 00:00:00",78,0,National,"Global: Threatened vascular plants (A1); Geographically restricted vascular plants (individual species) (B1). National: Threatened vascular plants (A1); Geographically restricted vascular plants (individual species) (B1)","Policies and regulations, Resource & habitat protection, Legislation, Site/area protection","Temperate or sub-polar grassland(29.25%), Temperate or sub-polar broadleaf deciduous forest(0.03%), Barren lands(18.22%), Temperate or sub-polar shrubland(2.78%), Temperate or sub-polar needleleaf forest(13.13%), Wetland(8.22%), Water(20.1%), Sub-polar taiga needleleaf forest(7.94%), Mixed forest(0.33%), ",Saskatchewan,"Athabasca Thrift(Armeria maritima ssp. interior), Floccose Tansy(Tanacetum bipinnatum var. 1), Tyrrell's Willow(Salix tyrrellii), Turnor's Willow(Salix turnorii), Blanket-leaved Willow(Salix silicicola), Sand-dune Short-capsuled Willow(Salix brachycarpa var. psammophila), Large-headed Woolly Yarrow(Achillea millefolium var. megacephala), Mackenzie Hairgrass(Deschampsia mackenzieana), Lake Athabasca Starwort(Stellaria longipes ssp. arenicola), "
SK130,"Burstall Sandhills","Burstall Sandhills",50.74,-109.94,714,746,118.52,"2023-07-27 00:00:00",74,0,National,"Global: . National: A1 - Threatened species (invertebrates, mammals, vascular plants); B1 - Individual geographically restricted species (vascular plants)",,"Temperate or sub-polar shrubland(0.47%), Cropland(0.03%), Barren lands(0.06%), Water(0.06%), Urban(0.06%), Temperate or sub-polar grassland(99.32%), ",Saskatchewan,"Gold-edged Gem Moth(Schinia avemensis), Slender Mouse-ear-cress(Crucihimalaya virgata), Ord's Kangaroo Rat(Dipodomys ordii), Spiny Milk-vetch(Astragalus kentrophyta), Dusky Dune Moth(Copablepharon longipenne), "
SK131,"Tunstall Sandhills","Tunstall Sandhills",50.15,-109.70,710,762,47.5,"2023-07-27 00:00:00",94,0,National,"Global: . National: A1 - Threatened species (invertebrates, mammals, vascular plants)",,"Temperate or sub-polar grassland(95.33%), Cropland(0.21%), Barren lands(0.14%), Temperate or sub-polar shrubland(0.15%), Water(0.19%), Urban(3.97%), ",Saskatchewan,"Gold-edged Gem Moth(Schinia avemensis), Ord's Kangaroo Rat(Dipodomys ordii), Dusky Dune Moth(Copablepharon longipenne), Spiny Milk-vetch(Astragalus kentrophyta), "
SK132,"Webb Sandhills","Webb Sandhills",50.25,-108.20,722,784,43.67,"2023-07-27 00:00:00",94,0,National,"Global: . National: A1 - Threatened species (invertebrates, mammals); B1 - Individual geographically restricted species (vascular plants)","Resource & habitat protection, Site/area protection, Awareness & communications","Temperate or sub-polar shrubland(11.61%), Temperate or sub-polar broadleaf deciduous forest(0.31%), Barren lands(0.17%), Cropland(0.25%), Wetland(0.03%), Temperate or sub-polar grassland(84.64%), Water(0.48%), Temperate or sub-polar needleleaf forest(0.04%), Urban(2.47%), ",Saskatchewan,"Dusky Dune Moth(Copablepharon longipenne), Ord's Kangaroo Rat(Dipodomys ordii), Smooth Goosefoot(Chenopodium subglabrum), Gold-edged Gem Moth(Schinia avemensis), "
SK133,"Dundurn Sandhills and CFB Dundurn","Dundurn Sandhills and CFB Dundurn",51.81,-106.62,481,537,238.9,"2023-10-05 00:00:00",71,0,National,"Global: . National: A1 - Threatened species (invertebrates, vascular plants); B1 - Individual geographically restricted species (invertebrates, vascular plants)","Site/area management, Site/area protection","Cropland(0.74%), Wetland(0.35%), Mixed forest(0%), Temperate or sub-polar grassland(67.65%), Barren lands(0.04%), Temperate or sub-polar needleleaf forest(0.01%), Temperate or sub-polar shrubland(29.1%), Temperate or sub-polar broadleaf deciduous forest(0.71%), Urban(1.39%), Water(0.01%), ",Saskatchewan,"Hairy Prairie-clover(Dalea villosa), Gibson’s Big Sand Tiger Beetle(Cicindela formosa gibsoni), Dusky Dune Moth(Copablepharon longipenne), Pale Yellow Dune Moth(Copablepharon grandis), "
SK134,"Cramersburg Sandhills","Cramersburg Sandhills",50.88,-108.63,556,649,177.32,"2024-01-23 00:00:00",47,0,National,"Global: . National: A1 - Threatened species (invertebrates, mammals, vascular plants); B1 - Individual geographically restricted species (vascular plants)","Site/area protection, Resource & habitat protection","Barren lands(0.02%), Temperate or sub-polar broadleaf deciduous forest(0.12%), Temperate or sub-polar shrubland(6.39%), Wetland(0%), Urban(0.25%), Temperate or sub-polar grassland(92.95%), Water(0.26%), Temperate or sub-polar needleleaf forest(0.01%), ",Saskatchewan,"Dusky Dune Moth(Copablepharon longipenne), Ord's Kangaroo Rat(Dipodomys ordii), Spiny Milk-vetch(Astragalus kentrophyta), Gold-edged Gem Moth(Schinia avemensis), Slender Mouse-ear-cress(Crucihimalaya virgata), "
SK136,"Buffalograss Grasslands","Buffalograss Grasslands",49.13,-103.07,531,576,44.18,"2024-02-15 00:00:00",40,0,National,"Global: . National: A1 - Threatened species (vascular plants); B1 - Individual geographically restricted species (vascular plants)","Site/area protection","Temperate or sub-polar broadleaf deciduous forest(0.95%), Temperate or sub-polar shrubland(2.17%), Cropland(21.59%), Barren lands(0.62%), Wetland(0.36%), Water(11.41%), Temperate or sub-polar grassland(56.49%), Urban(6.41%), ",Saskatchewan,"Buffalograss(Bouteloua dactyloides), "
YK005,"Qikiqtaruk - Herschel Island","Qikiqtaruk - Herschel Island",69.59,-139.08,0,175,141.66,"2023-03-02 00:00:00",79,0,National,"Global: . National: A1 - Threatened species (invertebrates)","Site/area management, Awareness & communications, Site/area protection, Resource & habitat protection","Wetland(2.27%), Sub-polar taiga needleleaf forest(0.05%), Temperate or sub-polar shrubland(0.03%), Water(23.98%), Urban(0.01%), Temperate or sub-polar needleleaf forest(0.33%), Sub-polar or polar grassland-lichen-moss(8.66%), Barren lands(0.52%), Sub-polar or polar shrubland-lichen-moss(64.16%), ",Yukon,"Four-dotted Alpine(Erebia youngi herscheli), "
YK016,"M'Clintock Bay to Lewes River Marsh","M'Clintock Bay to Lewes River Marsh",60.56,-134.54,434,1433,170.16,"2022-08-18 00:00:00",12,0,Global,"Global: D1 - Demographic aggregations (birds). National: D1 - Demographic aggregations (birds)","Legislation, Awareness & communications","Temperate or sub-polar broadleaf deciduous forest(0.52%), Urban(1.48%), Temperate or sub-polar grassland(3.17%), Temperate or sub-polar shrubland(2.01%), Barren lands(2.31%), Mixed forest(5.95%), Water(18.4%), Temperate or sub-polar needleleaf forest(66.16%), ",Yukon,"Tundra Swan(Cygnus columbianus), Trumpeter Swan(Cygnus buccinator), "
YK030,"Beaver Creek","Beaver Creek",62.01,-140.93,845,1137,23.04,"2021-06-28 00:00:00",0,0,National,"Global: . National: B1 - Individual geographically restricted species (vascular plants)",,"Temperate or sub-polar needleleaf forest(52.34%), Temperate or sub-polar broadleaf deciduous forest(0.18%), Temperate or sub-polar shrubland(1.26%), Water(7.39%), Barren lands(0.61%), Mixed forest(9.14%), Temperate or sub-polar grassland(21.15%), Wetland(7.93%), ",Yukon,"Spiked Saxifrage(Micranthes spicata), "
YK031,"Carcross Dunes","Carcross Dunes",60.18,-134.72,659,739,5.67,"2021-06-28 00:00:00",0,0,National,"Global: . National: B1 - Individual geographically restricted species (invertebrates, vascular plants)",,"Temperate or sub-polar grassland(10.53%), Urban(11.86%), Barren lands(20.24%), Temperate or sub-polar shrubland(4.6%), Water(23.91%), Temperate or sub-polar needleleaf forest(17.73%), Temperate or sub-polar broadleaf deciduous forest(0.95%), Mixed forest(10.17%), ",Yukon,"Baikal Sedge(Carex sabulosa), Dune Tachinid Fly(Germaria angustata), "
YK032,"Dezadeash Lake","Dezadeash Lake",60.46,-136.99,618,1041,108.27,"2021-06-28 00:00:00",0,0,National,"Global: . National: A1 - Threatened species (fishes); B1 - Individual geographically restricted species (fishes)",,"Barren lands(0.1%), Urban(0.24%), Temperate or sub-polar broadleaf deciduous forest(3.4%), Temperate or sub-polar grassland(0.77%), Water(73.12%), Mixed forest(7.48%), Temperate or sub-polar needleleaf forest(14.13%), Cropland(0.01%), Temperate or sub-polar shrubland(0.75%), ",Yukon,"European Whitefish(Coregonus lavaretus pop. 4), European Whitefish(Coregonus lavaretus pop. 3), "
YK033,"Kluane National Park and Reserve: A’ą̈y Chù","Kluane National Park and Reserve: A’ą̈y Chù",61.00,-138.63,782,2344,67.56,"2023-01-27 00:00:00",98,0,National,"Global: A1 - Threatened species (vascular plants); B1 - Individual geographically restricted species (vascular plants). National: ","Site/area protection, Site/area management","Mixed forest(7.67%), Temperate or sub-polar broadleaf deciduous forest(1.05%), Water(3.05%), Barren lands(29.82%), Temperate or sub-polar shrubland(17.48%), Temperate or sub-polar grassland(3.1%), Urban(0.06%), Temperate or sub-polar needleleaf forest(36.96%), Wetland(0.05%), ",Yukon,"Yukon Wormwood(Artemisia woodii), "
YK034,"Kluane National Park and Reserve: Dezadeash-Kaskawulsh Confluence","Kluane National Park and Reserve: Dezadeash-Kaskawulsh Confluence",60.67,-137.80,577,608,1.13,"2021-06-28 00:00:00",100,0,National,"Global: . National: B1 - Individual geographically restricted species (invertebrates, vascular plants)","Site/area protection","Temperate or sub-polar needleleaf forest(5.36%), Mixed forest(2.04%), Barren lands(71.24%), Temperate or sub-polar shrubland(0.86%), Temperate or sub-polar grassland(20.33%), ",Yukon,"Dune Tachinid Fly(Germaria angustata), Baikal Sedge(Carex sabulosa), "
YK035,"Kluane National Park and Reserve: Vulcan Mountain","Kluane National Park and Reserve: Vulcan Mountain",60.85,-138.49,821,1970,32.33,"2023-01-27 00:00:00",99,0,National,"Global: A1 - Threatened species (vascular plants); B1 - Individual geographically restricted species (vascular plants). National: ","Site/area management, Site/area protection","Temperate or sub-polar broadleaf deciduous forest(1.7%), Water(0.58%), Temperate or sub-polar shrubland(21.44%), Mixed forest(3.13%), Barren lands(58.06%), Temperate or sub-polar grassland(2.22%), Temperate or sub-polar needleleaf forest(8.43%), ",Yukon,"Yukon Wormwood(Artemisia woodii), "
YK036,"Koidern Mountain","Koidern Mountain",62.06,-140.36,1100,1657,27.36,"2021-06-28 00:00:00",0,0,National,"Global: . National: B1 - Individual geographically restricted species (vascular plants)",,"Temperate or sub-polar needleleaf forest(18.36%), Water(0.03%), Temperate or sub-polar shrubland(45.86%), Temperate or sub-polar broadleaf deciduous forest(0.04%), Wetland(1.21%), Temperate or sub-polar grassland(6.63%), Barren lands(0.58%), Mixed forest(27.29%), ",Yukon,"Spiked Saxifrage(Micranthes spicata), "
YK037,"Kusawa Territorial Park: Takhini River","Kusawa Territorial Park: Takhini River",60.67,-136.06,659,756,1.55,"2021-06-28 00:00:00",100,0,National,"Global: . National: B1 - Individual geographically restricted species (invertebrates, vascular plants)","Site/area protection","Water(8.47%), Temperate or sub-polar grassland(2.49%), Barren lands(53.1%), Temperate or sub-polar needleleaf forest(35.89%), ",Yukon,"Dune Tachinid Fly(Germaria angustata), Baikal Sedge(Carex sabulosa), "
YK038,"Little Teslin Lake","Little Teslin Lake",60.48,-133.39,761,818,9.16,"2021-06-28 00:00:00",0,0,National,"Global: . National: A1 - Threatened species (fishes); B1 - Individual geographically restricted species (fishes)",,"Mixed forest(2.81%), Temperate or sub-polar shrubland(0.33%), Temperate or sub-polar needleleaf forest(57.76%), Temperate or sub-polar grassland(1.61%), Urban(1.63%), Barren lands(0.72%), Water(35.07%), ",Yukon,"Lake Whitefish(Coregonus clupeaformis pop. 6), European Whitefish(Coregonus lavaretus pop. 2), "
YK039,"Squanga, Seaforth and Teenah Lakes","Squanga, Seaforth and Teenah Lakes",60.46,-133.59,761,947,56.54,"2022-10-19 00:00:00",0,0,National,"Global: . National: A1 - Threatened species (fishes); B1 - Individual geographically restricted species (fishes)",,"Urban(0.28%), Temperate or sub-polar needleleaf forest(51.69%), Wetland(0.01%), Temperate or sub-polar grassland(2.24%), Temperate or sub-polar shrubland(1.65%), Temperate or sub-polar broadleaf deciduous forest(0.18%), Water(36.45%), Mixed forest(6.92%), Barren lands(0.57%), ",Yukon,"European Whitefish(Coregonus lavaretus pop. 1), Lake Whitefish(Coregonus clupeaformis pop. 3), "
YK040,"Wellesley Peak","Wellesley Peak",62.08,-140.20,1143,1721,23.75,"2021-06-28 00:00:00",0,0,National,"Global: . National: B1 - Individual geographically restricted species (vascular plants)",,"Temperate or sub-polar grassland(17.76%), Temperate or sub-polar broadleaf deciduous forest(0.03%), Temperate or sub-polar shrubland(44.85%), Temperate or sub-polar needleleaf forest(15.63%), Wetland(1.19%), Barren lands(4.59%), Mixed forest(15.94%), ",Yukon,"Spiked Saxifrage(Micranthes spicata), "
YK041,Aishihik,Aishihik,61.61,-137.54,905,1218,37.96,"2022-10-15 00:00:00",0,0,Global,"Global: A1 - Threatened species (vascular plants); B1 - Individual geographically restricted species (vascular plants). National: A1 - Threatened species (vascular plants); B1 - Individual geographically restricted species (vascular plants)",,"Temperate or sub-polar needleleaf forest(65.06%), Mixed forest(5.84%), Barren lands(2.88%), Temperate or sub-polar shrubland(1.41%), Urban(0.61%), Temperate or sub-polar grassland(17.96%), Wetland(0.9%), Temperate or sub-polar broadleaf deciduous forest(0.06%), Water(5.26%), ",Yukon,"Yukon Draba(Draba yukonensis), Yukon Wild Buckwheat(Eriogonum flavum var. aquilinum), "
YK042,"Alsek Meadow","Alsek Meadow",60.78,-137.67,602,651,2.66,"2022-10-15 00:00:00",0,0,Global,"Global: A1 - Threatened species (vascular plants); B1 - Individual geographically restricted species (vascular plants). National: ","Species management","Barren lands(10.62%), Temperate or sub-polar broadleaf deciduous forest(10.23%), Temperate or sub-polar grassland(13.32%), Mixed forest(31.91%), Urban(1.34%), Temperate or sub-polar shrubland(18.1%), Temperate or sub-polar needleleaf forest(14.39%), ",Yukon,"Yukon Draba(Draba yukonensis), "
YK043,"Apex Mountain","Apex Mountain",62.44,-138.01,1315,1778,1.2,"2022-03-25 00:00:00",0,0,Global,"Global: B1 - Individual geographically restricted species (vascular plants). National: ",,"Temperate or sub-polar shrubland(34.51%), Temperate or sub-polar grassland(29.55%), Barren lands(34.99%), Wetland(0.48%), ",Yukon,"Yukon Podistera(Podistera yukonensis), "
YK044,"Chandindu River","Chandindu River",64.25,-139.59,308,817,1.56,"2022-03-25 00:00:00",0,0,Global,"Global: B1 - Individual geographically restricted species (vascular plants). National: ",,"Wetland(31.42%), Temperate or sub-polar needleleaf forest(3.47%), Temperate or sub-polar grassland(11.42%), Mixed forest(2.03%), Temperate or sub-polar shrubland(24.24%), Water(0.81%), Barren lands(26.48%), ",Yukon,"Yukon Podistera(Podistera yukonensis), "
YK045,"Fifteenmile River","Fifteenmile River",64.51,-140.00,1218,1376,0.2,"2022-03-25 00:00:00",0,0,Global,"Global: B1 - Individual geographically restricted species (vascular plants). National: ",,"Barren lands(87.31%), Wetland(7.17%), ",Yukon,"Yukon Podistera(Podistera yukonensis), "
YK046,"Incised Peak","Incised Peak",61.62,-136.74,1481,1549,0.08,"2022-03-25 00:00:00",0,0,Global,"Global: B1 - Individual geographically restricted species (vascular plants). National: ",,"Temperate or sub-polar grassland(23.2%), Barren lands(76.27%), ",Yukon,"Yukon Podistera(Podistera yukonensis), "
YK047,Minto,Minto,62.58,-136.81,437,1040,51.44,"2022-03-25 00:00:00",0,0,Global,"Global: B1 - Individual geographically restricted species (vascular plants). National: ",,"Wetland(3.95%), Temperate or sub-polar needleleaf forest(19.96%), Water(0.13%), Temperate or sub-polar broadleaf deciduous forest(0.7%), Temperate or sub-polar grassland(40.16%), Urban(1.68%), Mixed forest(10.41%), Temperate or sub-polar shrubland(15.39%), Barren lands(7.62%), ",Yukon,"Yukon Goldenweed(Nestotus macleanii), "
YK048,"Ross River","Ross River",61.93,-132.49,678,1475,123.42,"2022-03-25 00:00:00",0,0,Global,"Global: B1 - Individual geographically restricted species (vascular plants). National: ",,"Water(6.25%), Urban(2.02%), Temperate or sub-polar shrubland(6.96%), Temperate or sub-polar grassland(2.11%), Barren lands(1.46%), Mixed forest(7.77%), Temperate or sub-polar needleleaf forest(70.5%), Temperate or sub-polar broadleaf deciduous forest(2.93%), ",Yukon,"Yukon Goldenweed(Nestotus macleanii), "
YK049,"Tombstone Territorial Park","Tombstone Territorial Park",64.57,-138.67,0,4405,2047.87,"2022-10-15 00:00:00",100,0,Global,"Global: B1 - Individual geographically restricted species (mammals). National: ","Site/area management, Site/area protection","Barren lands(24.03%), Sub-polar or polar grassland-lichen-moss(0%), Sub-polar taiga needleleaf forest(0%), Wetland(20.59%), Mixed forest(1.88%), Temperate or sub-polar grassland(14.3%), Urban(0.01%), Temperate or sub-polar shrubland(24.42%), Temperate or sub-polar broadleaf deciduous forest(0%), Temperate or sub-polar needleleaf forest(13.77%), Water(1%), ",Yukon,"Ogilvie Mountains Collared Lemming(Dicrostonyx nunatakensis), "
YK050,"Ivvavik National Park","Ivvavik National Park",69.11,-139.85,0,1765,9775.23,"2023-05-09 00:00:00",100,0,National,"Global: D1 - Demographic aggregations (mammals). National: ","Policies and regulations, Legislation, Site/area management, Site/area protection, Species management, Resource & habitat protection","Wetland(9.42%), Sub-polar taiga needleleaf forest(0.11%), Temperate or sub-polar shrubland(0.79%), Sub-polar or polar shrubland-lichen-moss(48.02%), Water(3.94%), Temperate or sub-polar grassland(0.15%), Mixed forest(0.02%), Temperate or sub-polar needleleaf forest(3.1%), Sub-polar or polar grassland-lichen-moss(11.05%), Barren lands(23.41%), Urban(0%), ",Yukon,"Caribou(Rangifer tarandus), "
YK051,"Babbage River - Fish Hole Creek","Babbage River - Fish Hole Creek",68.62,-138.72,276,366,3.84,"2023-05-09 00:00:00",0,0,National,"Global: . National: D1 - Demographic aggregations (fishes)","Policies and regulations, Species management, Compliance and enforcement","Wetland(8.15%), Sub-polar or polar shrubland-lichen-moss(38.07%), Water(43.91%), Sub-polar or polar grassland-lichen-moss(6.83%), Barren lands(1.48%), Temperate or sub-polar shrubland(0.57%), Temperate or sub-polar needleleaf forest(0.87%), ",Yukon,"Dolly Varden(Salvelinus malma pop. 3), "
